Noise
Indoor_MinkUNeXt_seq2_gradients_pos_per_query16batch_size512_truncated_augonly_best_effects0.5pos0.7neg0.7voxel_size0.05height-0.25_20250321_1609 + epoch_ + 10, 91.0360884749709, 95.21335807050093, 86.23462630085147, 85.65737051792829, 87.590428491931, 76.0919540229885, 67.6829268292683, 87.4401913875598, 81.03448275862068, 83.02752293577981, 84.10089497903996, 98.68063639891346, 99.5547309833024, 97.96594134342479, 93.27689243027888, 96.10461880912632, 98.29885057471265, 95.35647279549718, 99.16267942583733, 95.40229885057471, 98.1651376146789, 97.19682592263467
Indoor_MinkUNeXt_seq2_gradients_pos_per_query16batch_size512_truncated_augonly_best_effects0.5pos0.7neg0.7voxel_size0.05height-0.25_20250321_1609 + epoch_ + 20, 93.17035312378735, 95.69573283858999, 87.13339640491958, 86.25498007968127, 86.70005564830274, 76.32183908045977, 68.66791744840526, 85.76555023923444, 77.93103448275862, 84.63302752293578, 84.22738868690747, 98.6418315871168, 99.48051948051948, 97.7294228949858, 93.72509960159363, 96.93934335002783, 98.52873563218391, 95.49718574108817, 99.28229665071771, 92.29885057471265, 98.05045871559633, 97.01737442285423
Indoor_MinkUNeXt_seq2_gradients_pos_per_query16batch_size512_truncated_augonly_best_effects0.5pos0.7neg0.7voxel_size0.05height-0.25_20250321_1609 + epoch_ + 30, 92.00620876988746, 96.14100185528757, 88.45789971617786, 86.35458167330677, 90.15025041736226, 76.6896551724138, 65.1031894934334, 86.1244019138756, 79.42528735632183, 85.3211009174312, 84.57735772854977, 98.7582460225068, 99.5547309833024, 97.58751182592242, 93.67529880478087, 99.44351697273233, 98.71264367816092, 94.60600375234522, 99.16267942583733, 93.79310344827586, 98.5091743119266, 97.38029092257908
Indoor_MinkUNeXt_seq2_gradients_pos_per_query16batch_size512_truncated_augonly_best_effects0.5pos0.7neg0.7voxel_size0.05height-0.25_20250321_1609 + epoch_ + 40, 92.20023282887078, 95.76994434137292, 89.120151371807, 86.40438247011953, 91.54145798553144, 77.5632183908046, 70.59099437148217, 86.60287081339713, 78.73563218390804, 84.86238532110092, 85.33912700783944, 98.60302677532013, 99.51762523191094, 98.01324503311258, 92.97808764940238, 99.61046188091264, 98.85057471264368, 94.65290806754221, 99.04306220095694, 94.02298850574712, 98.39449541284404, 97.36864754703925
Indoor_MinkUNeXt_seq2_gradients_pos_per_query16batch_size512_truncated_augonly_best_effects0.5pos0.7neg0.7voxel_size0.05height-0.25_20250321_1609 + epoch_ + 50, 92.35545207605743, 96.25231910946196, 89.35666982024598, 86.70318725099602, 89.87200890372844, 77.79310344827586, 67.3545966228893, 88.75598086124403, 78.96551724137932, 85.55045871559633, 85.29592940498746, 98.56422196352348, 99.51762523191094, 98.01324503311258, 93.27689243027888, 97.9966611018364, 98.98850574712642, 95.26266416510319, 99.4019138755981, 93.79310344827586, 98.39449541284404, 97.32093284096098
Indoor_MinkUNeXt_seq2_gradients_pos_per_query16batch_size512_truncated_augonly_best_effects0.5pos0.7neg0.7voxel_size0.05height-0.25_20250321_1609 + epoch_ + 60, 92.43306169965075, 96.06679035250464, 87.93755912961211, 86.30478087649402, 91.87534780189203, 77.74712643678161, 66.83864915572232, 86.48325358851675, 74.36781609195403, 86.69724770642202, 84.67516328395503, 98.7582460225068, 99.51762523191094, 97.63481551561021, 93.42629482071713, 98.49749582637729, 98.71264367816092, 95.0750469043152, 99.4019138755981, 90.3448275862069, 98.85321100917432, 97.02221204705776
Indoor_MinkUNeXt_seq2_gradients_pos_per_query16batch_size512_truncated_augonly_best_effects0.5pos0.7neg0.7voxel_size0.05height-0.25_20250321_1609 + epoch_ + 70, 92.23903764066745, 96.40074211502782, 89.02554399243141, 86.95219123505976, 95.38119087367835, 77.83908045977012, 65.94746716697935, 85.28708133971293, 77.35632183908045, 87.04128440366972, 85.34699410660774, 98.40900271633683, 99.59183673469387, 97.918637653737, 92.92828685258964, 100.0, 98.94252873563218, 95.21575984990619, 98.92344497607655, 92.87356321839081, 98.39449541284404, 97.31975561502072
Indoor_MinkUNeXt_seq2_gradients_pos_per_query16batch_size512_truncated_augonly_best_effects0.5pos0.7neg0.7voxel_size0.05height-0.25_20250321_1609 + epoch_ + 80, 92.20023282887078, 96.43784786641929, 89.40397350993378, 86.00597609561753, 94.37952142459655, 77.33333333333333, 67.82363977485929, 85.16746411483254, 78.16091954022988, 85.89449541284404, 85.28074039015371, 98.4478075281335, 99.40630797773655, 98.06054872280038, 93.47609561752988, 99.8330550918197, 99.17241379310346, 95.73170731707317, 99.4019138755981, 92.64367816091954, 98.73853211009175, 97.4912060194806
Indoor_MinkUNeXt_seq2_gradients_pos_per_query16batch_size512_truncated_augonly_best_effects0.5pos0.7neg0.7voxel_size0.05height-0.25_20250321_1609 + epoch_ + 90, 93.0151338766007, 96.43784786641929, 88.83632923368022, 86.80278884462152, 93.71174179187534, 77.33333333333333, 66.04127579737336, 87.32057416267942, 77.47126436781609, 84.28899082568807, 85.12592801000874, 98.7582460225068, 99.70315398886828, 97.8713339640492, 93.17729083665338, 99.8330550918197, 98.80459770114942, 94.8874296435272, 99.28229665071771, 91.95402298850574, 98.62385321100918, 97.28952800988066
Indoor_MinkUNeXt_seq2_gradients_pos_per_query16batch_size512_truncated_augonly_best_effects0.5pos0.7neg0.7voxel_size0.05height-0.25_20250321_1609 + epoch_ + 100, 92.20023282887078, 96.47495361781077, 89.0728476821192, 86.75298804780877, 91.87534780189203, 78.06896551724138, 65.61913696060037, 89.23444976076556, 80.11494252873564, 85.43577981651376, 85.48496445623582, 98.09856422196353, 99.51762523191094, 97.7294228949858, 92.97808764940238, 98.6644407345576, 99.49425287356321, 93.62101313320825, 99.4019138755981, 94.02298850574712, 98.27981651376146, 97.18081256346986
